0,1,2,3,4,5,6,7,8,9,10
2 + 1,95,85,Ara Kat,1,Kombi,3,Eşyalı Değil,Boş,Arnavutköy,"5,500"
3 + 1,185,150,10,12,Merkezi (Pay Ölçer),12,Eşyalı Değil,Boş,Ümraniye,"23,500"
3 + 2,250,210,3,15,Kombi,3,Eşyalı Değil,Boş,Küçükçekmece,"12,000"
2 + 1,125,110,1,20,Kombi,3,Eşyalı Değil,Boş,Büyükçekmece,"7,000"
2 + 1,60,55,Ara Kat,15,Merkezi (Pay Ölçer),5,Eşyalı,Boş,Kadıköy,"15,000"
3 + 1,170,160,1,10,Kombi,4,Eşyalı,36.000,Avcılar,"15,500"
3 + 1,240,200,7,8,Merkezi (Pay Ölçer),8,Eşyalı Değil,Mülk Sahibi,Beylikdüzü,"20,000"
1 + 1,87,65,15,7,Merkezi (Pay Ölçer),30,Eşyalı,Boş,Sarıyer,"32,000"
3 + 1,180,120,21 ve üzeri,3,Merkezi (Pay Ölçer),27,Uygun değil,Güney,Avcılar,"15,000"
2 + 1,140,90,2,Sıfır Bina,Merkezi,10,Eşyalı Değil,Boş,Esenyurt,"15,400"
1 + 1,110,90,1,10,Merkezi,15,Eşyalı,Boş,Beyoğlu,"25,000"
2 + 1,100,95,4,31,Kombi,5,Eşyalı,Boş,Ataşehir,"10,500"
4 + 1,250,230,4,11,Kombi,4,Uygun değil,"Güney, Doğu, Batı",Bakırköy,"32,500"
2 + 1,100,80,Bahçe Katı,30,Kombi,2,Eşyalı,Boş,Şile,"7,500"
3 + 1,120,110,3,25,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"3,000"
1 + 1,60,50,Yüksek Giriş,3,Kombi,2,Uygun değil,İkinci El,Eyüpsultan,"11,500"
7 + 2,450,400,3,7,Merkezi (Pay Ölçer),4,Eşyalı Değil,Boş,Maltepe,"37,000"
2 + 1,123,104,Çatı Katı,5,Merkezi (Pay Ölçer),4,Eşyalı Değil,Boş,Eyüpsultan,"25,000"
3 + 1,140,135,2,20,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"13,000"
1 + 1,50,44,4,40,Soba,5,Eşyalı Değil,Boş,Beyoğlu,"7,000"
5 + 1,200,180,En Üst Kat,30,Kombi,2,Eşyalı,Boş,Beykoz,"3,500"
3 + 1,135,125,1,25,Merkezi,5,Eşyalı Değil,Boş,Şişli,"15,000"
2 + 1,95,85,Bahçe Katı,35,Kombi,5,Eşyalı Değil,Boş,Sarıyer,"8,000"
2 + 1,125,95,Bahçe Katı,2,Merkezi (Pay Ölçer),17,Eşyalı,Avangart İstanbul Rezidans,Kağıthane,"35,000"
4 + 1,274,235,7,Sıfır Bina,Merkezi (Pay Ölçer),10,Uygun değil,Nef Bahçelievler,Bahçelievler,"30,000"
4 + 2,280,230,14,20,Kombi,14,Eşyalı Değil,Boş,Beylikdüzü,"10,750"
2 + 1,100,90,5,25,Kombi,5,Eşyalı Değil,Boş,Ataşehir,"9,000"
3 + 1,120,110,En Üst Kat,10,Kombi,5,Eşyalı Değil,14.000,Şişli,"14,000"
3 + 2,210,190,5,4,Kombi,5,Eşyalı Değil,Boş,Tuzla,"17,000"
3 + 1,270,180,Bahçe Katı,40,Merkezi,1,Eşyalı,Boş,Şişli,"35,000"
2 + 1,120,110,Ara Kat,40,Merkezi,6,Eşyalı Değil,Doğalgaz,Beşiktaş,"23,000"
3 + 1,150,140,1,25,Kombi,5,Eşyalı,Boş,Şişli,"18,000"
2 + 1,75,70,4,5,Kombi,5,Uygun değil,"Kuzey, Güney, Doğu, Batı",Şişli,"12,950"
2 + 1,145,120,Giriş Katı,28,Kombi,5,Eşyalı,Boş,Sarıyer,"15,500"
3 + 1,135,125,4,10,Kombi,5,Eşyalı,Doğalgaz,Kağıthane,"11,000"
2 + 1,90,70,Giriş Katı,30,Kombi,7,Eşyalı Değil,Boş,Üsküdar,"7,750"
4 + 1,160,150,En Üst Kat,25,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"8,000"
3 + 1,120,110,Ara Kat,25,Doğalgaz Sobası,4,Eşyalı Değil,Boş,Bağcılar,"6,500"
1 + 1,60,50,Yüksek Giriş,50,Kombi,4,Eşyalı Değil,100,Beyoğlu,"10,000"
2 + 1,100,75,3,32,Kombi,3,Eşyalı,Boş,Büyükçekmece,"10,000"
3 + 1,150,130,2,16,Merkezi,7,Uygun,İkinci El,Şişli,"10,500"
1 + 1,55,45,2,4,Merkezi (Pay Ölçer),12,Eşyalı Değil,Boş,Esenyurt,"5,000"
3 + 1,130,125,4,30,Kombi,5,Eşyalı,Boş,Bakırköy,"13,000"
3 + 1,170,130,En Üst Kat,30,Merkezi,9,Eşyalı Değil,Boş,Kadıköy,"19,000"
2 + 1,110,80,Bahçe Katı,9,Yerden Isıtma,2,Eşyalı Değil,Kiracılı,Sarıyer,"27,000"
4 + 1,160,150,3,30,Kombi,4,Eşyalı Değil,Boş,Bahçelievler,"15,000"
3 + 1,120,110,10,21,Merkezi (Pay Ölçer),12,Uygun değil,Evet (Site Adı Belirtilmemiş),Sarıyer,"15,000"
3 + 1,172,136,Yüksek Giriş,23,Merkezi,15,Eşyalı,Mülk Sahibi,Beylikdüzü,"15,000"
1 + 1,77,60,Ara Kat,8,Merkezi (Pay Ölçer),33,Eşyalı Değil,Boş,Sarıyer,"17,000"
1 + 0,68,45,12,10,Merkezi (Pay Ölçer),40,Eşyalı Değil,Boş,Ataşehir,"11,000"
2 + 1,75,70,5,10,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"3,500"
3 + 1,150,140,8,40,Merkezi,8,1,Güney,Şişli,"17,000"
2 + 1,85,75,En Üst Kat,12,Kombi,15,Eşyalı Değil,Boş,Küçükçekmece,"9,000"
2 + 1,70,60,2,27,Kombi,3,1,Doğalgaz,Kağıthane,"6,000"
1 + 1,75,51,6,7,Merkezi (Pay Ölçer),29,Eşyalı,Boş,Sarıyer,"20,500"
1 + 0,50,30,Bahçe Katı,3,Merkezi (Pay Ölçer),48,Eşyalı,Boş,Şişli,"20,000"
3 + 1,165,150,3,4,Kombi,4,Uygun değil,Güney,Beylikdüzü,"17,000"
2 + 1,160,140,Bahçe Katı,15,Kombi,4,Eşyalı Değil,Boş,Beşiktaş,"26,000"
3 + 1,115,100,Kot 2,40,Kombi,6,Eşyalı Değil,Boş,Beşiktaş,"15,000"
2 + 1,120,110,3,40,Kombi,4,Eşyalı,Boş,Beyoğlu,"39,000"
2 + 1,82,80,Yüksek Giriş,8,Kombi,5,Eşyalı Değil,Kiracılı,Zeytinburnu,"6,000"
3 + 1,120,115,3,30,Kombi,4,Eşyalı,Kiracılı,Şişli,"12,000"
2 + 1,120,110,2,45,Kombi,5,Eşyalı,Boş,Şişli,"35,000"
2 + 1,110,90,9,4,Merkezi (Pay Ölçer),14,Uygun değil,Güney,Başakşehir,"9,500"
2 + 1,120,100,4,30,Kombi,4,Eşyalı Değil,Boş,Şişli,"9,500"
1 + 1,65,60,4,4,Kombi,6,Eşyalı,Boş,Eyüpsultan,"9,500"
3 + 1,160,140,4,30,Merkezi,4,Eşyalı Değil,Kiracılı,Şişli,"25,000"
2 + 2,160,145,4,10,Kombi,5,Eşyalı,Doğalgaz,Şişli,"15,000"
2 + 1,90,85,3,23,Kombi,5,Eşyalı Değil,Boş,Üsküdar,"8,500"
2 + 1,80,70,2,16,Kombi,7,Eşyalı,Boş,Şişli,"10,000"
1 + 1,75,65,Ara Kat,1,Merkezi (Pay Ölçer),13,Eşyalı,Boş,Kağıthane,"27,000"
1 + 1,70,50,4,2,Merkezi (Pay Ölçer),5,Eşyalı,Boş,Şişli,"16,100"
2 + 1,160,140,Bahçe Katı,26,Kombi,4,Uygun değil,Boş,Beşiktaş,"26,000"
2 + 1,95,94,6,1,Merkezi (Pay Ölçer),14,Eşyalı,Boş,Zeytinburnu,"20,000"
3 + 1,145,120,3,15,Kombi,4,Eşyalı Değil,Boş,Ataşehir,"11,000"
2 + 1,75,70,3,6,Kombi,4,Eşyalı Değil,Boş,Küçükçekmece,"6,250"
2 + 1,90,85,1,3,Kombi,5,Eşyalı Değil,Doğalgaz,Gaziosmanpaşa,"7,900"
2 + 1,85,80,1,26,Kombi,3,Eşyalı,50,Avcılar,"8,500"
2 + 1,110,105,Ara Kat,30,Kombi,20,Eşyalı,Boş,Zeytinburnu,"13,000"
3 + 1,180,160,2,30,Merkezi,3,Eşyalı Değil,Doğalgaz,Bakırköy,"35,000"
3 + 1,220,190,2,12,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"35,000"
3 + 1,175,160,3,5,Kombi,3,Eşyalı Değil,Boş,Maltepe,"10,000"
6 + 1,240,220,Teras Katı,20,Kombi,4,Eşyalı,Boş,Şişli,"20,000"
1 + 1,75,63,8,4,Merkezi (Pay Ölçer),15,Uygun değil,Blue Lake,Küçükçekmece,"19,000"
3 + 1,130,120,3,5,Kombi,4,Eşyalı Değil,Boş,Ataşehir,"9,500"
2 + 1,100,98,2,28,Kombi,4,Eşyalı Değil,Pendik,"10,000",
4 + 1,250,230,Ara Kat,35,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"27,000"
4 + 1,250,230,En Üst Kat,5,Klima,12,Eşyalı,Mülk Sahibi,Şişli,"40,000"
3 + 1,140,130,Giriş Katı,30,Kombi,5,Eşyalı,"Kuzey, Güney, Doğu",Şişli,"15,000"
2 + 1,95,85,2,27,Doğalgaz Sobası,4,Eşyalı,Güney,Zeytinburnu,"12,000"
2 + 1,86,57,Bahçe Katı,5,Merkezi (Pay Ölçer),14,Uygun değil,600,Esenyurt,"5,000"
2 + 1,82,75,Ara Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Esenler,"7,500"
2 + 1,120,100,Kot 2,50,Merkezi,5,Eşyalı Değil,300,Şişli,"20,000"
2 + 1,85,65,Ara Kat,2,Merkezi (Pay Ölçer),9,Eşyalı,410,Küçükçekmece,"11,500"
2 + 1,85,72,4,30,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"10,000"
2 + 1,85,80,2,29,Kombi,4,Eşyalı,Boş,Zeytinburnu,"22,000"
1 + 1,70,55,11,3,Merkezi (Pay Ölçer),28,1,"Kuzey, Güney, Doğu, Batı",Eyüpsultan,"13,000"
3 + 1,140,130,5,15,Kombi,6,Eşyalı,Boş,Kağıthane,"12,000"
2 + 1,85,75,2,16,Kombi,3,Eşyalı Değil,Boş,Ümraniye,"6,500"
3 + 1,140,130,11,24,Kombi,14,Eşyalı,Boş,Zeytinburnu,"16,500"
1 + 0,105,100,2,Sıfır Bina,Kombi,3,Uygun değil,Sultanbeyli,"5,000",
3 + 1,120,110,4,35,Kombi,5,Eşyalı Değil,Boş,Fatih,"8,000"
2 + 1,90,70,9,2,Kombi,14,Eşyalı,Boş,Kağıthane,"15,500"
3 + 1,185,145,4,16,Kombi,11,Eşyalı,Boş,Şişli,"45,000"
2 + 1,90,70,4,4,Klima,14,Eşyalı,Boş,Kağıthane,"18,000"
3 + 1,174,135,9,4,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Esenyurt,"12,000"
2 + 1,100,85,9,5,Merkezi (Pay Ölçer),21,Uygun değil,5. Levent Kiptaş Torunlar,Eyüpsultan,"15,000"
1 + 1,75,70,1,30,Kombi,5,Eşyalı,9.000,Beyoğlu,"9,000"
2 + 1,75,70,Yüksek Giriş,16,Kombi,4,Uygun değil,Sarıyer,"12,000",
1 + 1,77,72,9,5,Merkezi (Pay Ölçer),14,Eşyalı,"Güney, Doğu",Başakşehir,"9,500"
2 + 1,80,70,3,11,Kombi,4,Eşyalı Değil,Kiracılı,Büyükçekmece,"5,000"
2 + 1,90,80,2,22,Kombi,4,Eşyalı,Boş,Bayrampaşa,"6,000"
2 + 1,90,85,Yüksek Giriş,Sıfır Bina,Kombi,4,Eşyalı Değil,10.000,Başakşehir,"5,000"
3 + 1,142,130,1,21,Kombi,5,Uygun değil,120,Büyükçekmece,"7,000"
2 + 1,90,85,Ara Kat,3,Kombi,5,Eşyalı Değil,Kiracı Oturuyor,Sultanbeyli,"5,000"
3 + 1,150,140,3,21,Kombi,5,Uygun değil,"Güney, Doğu, Batı",Ümraniye,"10,000"
4 + 2,160,150,4,30,Kombi,4,Eşyalı Değil,Boş,Fatih,"15,000"
1 + 1,75,70,2,22,Kombi,4,Eşyalı,Boş,Fatih,"10,000"
2 + 1,80,70,2,30,Kombi,2,Eşyalı,Boş,Gaziosmanpaşa,"5,000"
3 + 1,120,110,Kot 1,30,Merkezi,5,Eşyalı Değil,Boş,Şişli,"12,350"
3 + 1,135,110,Ara Kat,10,Kombi,6,Eşyalı Değil,Güney,Esenyurt,"7,900"
4 + 3,400,350,3,26,Kombi,3,Eşyalı,Büyükçekmece,"25,000",
3 + 1,120,110,2,35,Kombi,5,Eşyalı Değil,Boş,Şişli,"13,500"
3 + 1,120,118,En Üst Kat,35,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"7,000"
2 + 1,105,90,Kot 1,30,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"12,000"
3 + 1,160,155,2,29,Merkezi,4,Eşyalı,Kiracılı,Beşiktaş,"30,000"
2 + 1,80,70,Giriş Katı,35,Kombi,3,Eşyalı Değil,Boş,Kağıthane,"6,200"
2 + 2,170,160,3,4,Kombi,3,Eşyalı Değil,10.000,Zeytinburnu,"10,000"
2 + 1,100,95,1,Sıfır Bina,Kombi,4,Uygun değil,50,Sancaktepe,"5,500"
3 + 1,170,130,6,10,Merkezi (Pay Ölçer),33,Eşyalı Değil,Boş,Sarıyer,"38,000"
2 + 1,90,70,2,20,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"11,750"
2 + 1,90,80,1,70,Kombi,4,Eşyalı,Boş,Beyoğlu,"25,000"
3 + 1,140,135,1,40,Kombi,4,Eşyalı,Boş,Esenler,"9,500"
3 + 1,155,150,1,16,Kombi,4,Uygun değil,"Kuzey, Batı",Sarıyer,"22,000"
2 + 1,170,120,Bahçe Katı,12,Merkezi (Pay Ölçer),30,Eşyalı Değil,Boş,Sarıyer,"35,000"
3 + 1,130,110,5,31,Merkezi (Pay Ölçer),10,Eşyalı,Boş,Kadıköy,"18,000"
2 + 1,95,90,1,21,Kombi,5,Eşyalı Değil,Boş,Bakırköy,"8,500"
3 + 1,110,100,Bodrum,40,Merkezi,4,Eşyalı Değil,Boş,Sarıyer,"30,000"
3 + 1,150,140,Ara Kat,20,Kombi,5,Eşyalı Değil,Boş,Sarıyer,"12,500"
3 + 1,100,80,2,11,Kombi,10,Eşyalı Değil,Boş,Ümraniye,"7,850"
2 + 1,115,80,10,8,Merkezi (Pay Ölçer),30,Uygun,İkinci El,Sarıyer,"30,000"
3 + 1,180,160,5,30,Merkezi,5,Uygun,İkinci El,Şişli,"32,500"
2 + 1,90,80,2,25,Kombi,5,Eşyalı,Kiracılı,Beyoğlu,"25,000"
2 + 1,110,95,Yüksek Giriş,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Silivri,"5,500"
1 + 1,69,45,6,Sıfır Bina,Merkezi (Pay Ölçer),17,1,2,Esenyurt,"5,500"
4 + 1,160,140,4,21,Merkezi (Pay Ölçer),4,Uygun değil,1.1,Ataşehir,"21,000"
2 + 1,110,90,Ara Kat,15,Kombi,4,Eşyalı,Boş,Eyüpsultan,"22,500"
2 + 1,75,70,1,30,Kombi,4,Eşyalı Değil,Boş,Fatih,"6,500"
3 + 1,112,83,2,Sıfır Bina,Merkezi (Pay Ölçer),7,Eşyalı Değil,Boş,Silivri,"4,500"
2 + 1,90,85,En Üst Kat,4,Kombi,3,Eşyalı,Mülk Sahibi,Sarıyer,"12,000"
3 + 1,115,95,4,25,Kombi,4,Eşyalı,Boş,Ataşehir,"7,950"
2 + 1,90,85,3,4,Kombi,3,Eşyalı Değil,Boş,Küçükçekmece,"7,500"
4 + 1,160,140,4,26,Kombi,5,Uygun değil,Doğu,Beyoğlu,"35,000"
3 + 1,110,100,Bahçe Katı,25,Merkezi,8,Eşyalı Değil,Boş,Sarıyer,"12,500"
3 + 1,110,100,4,22,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"10,000"
1 + 1,60,55,Kot 1,40,Kombi,6,Eşyalı,Boş,Beyoğlu,"12,000"
3 + 1,110,100,8,25,Merkezi (Pay Ölçer),8,Eşyalı Değil,Boş,Sarıyer,"16,500"
3 + 1,120,100,Bodrum ve Zemin,5,Kombi,5,Eşyalı Değil,"Güney, Doğu, Batı",Eyüpsultan,"10,000"
4 + 1,270,240,2,30,Merkezi,2,Eşyalı Değil,Boş,Bakırköy,"32,000"
3 + 1,125,120,1,14,Kombi,3,Eşyalı Değil,Boş,Fatih,"7,500"
1 + 1,75,50,15,Sıfır Bina,Merkezi (Pay Ölçer),18,Eşyalı Değil,753,Kağıthane,"17,500"
3 + 1,155,150,2,30,Kombi,8,Eşyalı Değil,Boş,Güngören,"15,000"
2 + 1,70,60,Çatı Katı,20,Kombi,5,Eşyalı,Mülk Sahibi,Şişli,"10,000"
3 + 1,130,120,3,23,Kombi,5,Eşyalı,Boş,Avcılar,"8,000"
3 + 1,150,135,5,25,Merkezi,19,Eşyalı Değil,Boş,Başakşehir,"15,000"
3 + 1,170,150,8,10,Kombi,8,Eşyalı,Boş,Şişli,"36,000"
4 + 1,182,132,9,6,Merkezi (Pay Ölçer),9,Eşyalı Değil,Boş,Küçükçekmece,"25,000"
3 + 2,130,120,Ara Kat,7,Kombi,3,Eşyalı Değil,Boş,Küçükçekmece,"7,750"
3 + 1,140,130,3,32,Kombi,4,Eşyalı,Boş,Şişli,"15,750"
3 + 1,125,120,2,26,Kombi,5,Eşyalı Değil,Boş,Fatih,"15,000"
4 + 1,160,150,Bahçe Katı,25,Kombi,4,Eşyalı Değil,100,Beykoz,"9,000"
1 + 1,100,80,Yüksek Giriş,20,Kombi,5,Eşyalı,Boş,Üsküdar,"8,000"
3 + 1,170,150,Çatı Katı,Sıfır Bina,Merkezi (Pay Ölçer),11,Uygun değil,Karaca Park Evleri,Eyüpsultan,"14,999"
3 + 1,175,155,2,26,Merkezi,4,Uygun değil,"Doğu, Batı",Beşiktaş,"31,000"
2 + 1,100,90,2,27,Kombi,4,1,Doğalgaz,Kağıthane,"9,000"
1 + 1,50,40,2,Sıfır Bina,Merkezi,20,Eşyalı Değil,Boş,Kağıthane,"11,000"
2 + 1,120,100,10,6,Yerden Isıtma,33,Eşyalı Değil,Boş,Sarıyer,"30,000"
3 + 1,120,105,2,20,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"29,000"
3 + 1,125,115,2,35,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"7,250"
2 + 1,120,100,3,18,Kombi,5,Eşyalı Değil,Boş,Bağcılar,"6,500"
3 + 1,120,110,2,45,Kombi,4,Eşyalı,Boş,Bahçelievler,"10,000"
1 + 1,80,65,Çatı Katı,2,Kombi,3,Eşyalı,Boş,Sultanbeyli,"4,900"
3 + 1,145,130,8,23,Kombi,14,Eşyalı Değil,Boş,Beylikdüzü,"9,000"
1 + 1,55,50,Ara Kat,15,Kombi,10,Eşyalı,700,Başakşehir,"7,500"
2 + 1,80,70,Bahçe Katı,11,Kombi,4,Eşyalı Değil,Boş,Ataşehir,"7,000"
3 + 1,133,100,2,5,Merkezi (Pay Ölçer),30,Eşyalı,Kiracılı,Avcılar,"13,000"
1 + 1,75,70,Bahçe Katı,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Bakırköy,"13,500"
2 + 1,100,85,2,4,Kombi,2,Uygun değil,"Kuzey, Güney, Doğu, Batı",Şile,"8,100"
2 + 1,110,80,Bahçe Katı,5,Kombi,3,Uygun değil,Boş,Sarıyer,"27,000"
4 + 1,180,170,4,10,Kombi,4,Uygun,İkinci El,Zeytinburnu,"20,000"
2 + 1,120,110,3,15,Kombi,3,Eşyalı,Boş,Beykoz,"5,000"
2 + 1,100,90,Yüksek Giriş,30,Kombi,6,Eşyalı Değil,Boş,Beykoz,"9,000"
1 + 1,180,150,7,Sıfır Bina,Kombi,7,Eşyalı Değil,Boş,Şişli,"30,000"
4 + 2,230,200,En Üst Kat,20,Kombi,2,Eşyalı Değil,700,Bakırköy,"29,000"
3 + 1,130,120,2,25,Kombi,5,Eşyalı Değil,Boş,Sarıyer,"20,000"
2 + 1,95,90,1,15,Kombi,7,Eşyalı,Boş,Şişli,"12,500"
3 + 1,115,90,Ara Kat,14,Merkezi (Pay Ölçer),10,Eşyalı Değil,Boş,Başakşehir,"12,500"
1 + 1,70,65,Ara Kat,5,Kombi,3,Eşyalı,Boş,Şişli,"10,000"
3 + 1,135,120,Ara Kat,18,Kombi,6,Eşyalı Değil,Boş,Ataşehir,"12,500"
4 + 1,175,160,4,11,Kombi,4,Eşyalı,Kiracılı,Şişli,"22,500"
1 + 1,75,60,4,35,Kombi,4,Eşyalı,50,Kadıköy,"30,000"
1 + 1,80,75,Giriş Katı,24,Kombi,5,Eşyalı Değil,Boş,Zeytinburnu,"4,500"
2 + 1,90,80,1,40,Merkezi,4,Eşyalı Değil,Mülk Sahibi,Kadıköy,"15,000"
4 + 1,160,155,Bahçe Katı,4,Kombi,3,Eşyalı,Mülk Sahibi,Eyüpsultan,"18,000"
1 + 1,85,80,6,12,Kombi,6,Eşyalı,Kiracılı,Maltepe,"12,500"
2 + 1,100,90,2,4,Merkezi,11,Eşyalı,Boş,Pendik,"17,000"
2 + 1,96,81,1,26,Kombi,6,Uygun değil,Boş,Kadıköy,"13,500"
2 + 1,90,80,Ara Kat,1,Kombi,8,Eşyalı,Boş,Eyüpsultan,"12,000"
2 + 1,100,90,Giriş Katı,15,Kombi,4,Eşyalı Değil,Doğalgaz,Üsküdar,"25,000"
2 + 1,85,75,Kot 3,40,Kombi,6,Eşyalı,Boş,Şişli,"10,000"
2 + 1,81,70,Kot 1,8,Kombi,5,Eşyalı Değil,Boş,Şişli,"7,500"
2 + 1,140,105,7,16,Kombi,10,Eşyalı,Boş,Ataşehir,"15,100"
2 + 1,90,78,17,5,Merkezi (Pay Ölçer),17,Uygun değil,760,Avcılar,"10,000"
1 + 1,80,70,Yarı Bodrum,30,Kombi,5,Eşyalı Değil,Boş,Şişli,"8,000"
1 + 1,68,48,4,Sıfır Bina,Merkezi (Pay Ölçer),16,Eşyalı Değil,Boş,Başakşehir,"6,500"
2 + 1,80,74,Ara Kat,24,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"7,500"
3 + 1,115,100,10,11,Kombi,15,Eşyalı Değil,Boş,Ümraniye,"13,500"
1 + 1,65,55,4,20,Kombi,5,Eşyalı,Boş,Kağıthane,"15,000"
2 + 1,130,120,4,30,Kombi,4,Uygun,İkinci El,Şişli,"12,000"
2 + 1,85,75,Ara Kat,4,Kombi,3,Eşyalı Değil,Boş,Esenler,"6,000"
2 + 1,100,90,3,15,Kombi,5,Eşyalı,Mülk Sahibi,Gaziosmanpaşa,"20,000"
3 + 1,155,150,Kot 2,12,Kombi,3,Eşyalı,Boş,Zeytinburnu,"7,000"
2 + 1,135,110,Ara Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Beylikdüzü,"9,500"
2 + 1,130,110,Yüksek Giriş,2,Kombi,5,Eşyalı,Boş,Esenyurt,"5,500"
3 + 1,160,140,3,29,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"14,000"
3 + 1,120,115,1,20,Kombi,5,Eşyalı Değil,Boş,Şişli,"10,000"
3 + 1,160,120,6,10,Kombi,11,2,60.000,Kadıköy,"28,000"
3 + 1,150,130,1,30,Kombi,5,Eşyalı,Doğalgaz,Beşiktaş,"22,000"
2 + 1,144,120,3,42,Kombi,3,Eşyalı,150,Beşiktaş,"34,940"
2 + 1,90,85,1,30,Belirtilmemiş,3,Eşyalı,Boş,Adalar,"45,000"
1 + 1,70,55,4,Sıfır Bina,Merkezi (Pay Ölçer),9,Uygun değil,Kordon İstanbul,Kağıthane,"20,000"
2 + 1,110,105,Ara Kat,35,Kombi,4,Eşyalı Değil,Boş,Fatih,"7,000"
3 + 1,120,100,2,2,Kombi,5,Eşyalı Değil,Kiracılı,Üsküdar,"16,000"
1 + 0,50,45,5,Sıfır Bina,Kombi,5,Eşyalı,Boş,Kadıköy,"13,000"
1 + 1,87,65,2,5,Merkezi (Pay Ölçer),13,Eşyalı Değil,Boş,Sarıyer,"17,500"
3 + 1,130,120,1,32,Merkezi (Pay Ölçer),4,Eşyalı,Mülk Sahibi,Beşiktaş,"40,000"
3 + 1,170,140,10,11,Kombi,13,Eşyalı,Boş,Ataşehir,"34,000"
1 + 1,80,70,2,20,Merkezi,5,Eşyalı,Boş,Şişli,"25,000"
3 + 1,160,150,1,11,Kombi,3,Uygun değil,"Güney, Doğu, Batı",Avcılar,"7,000"
2 + 1,116,80,8,3,Merkezi (Pay Ölçer),22,Eşyalı,1.100,Kadıköy,"28,000"
1 + 1,70,60,1,Sıfır Bina,Merkezi (Pay Ölçer),10,Uygun değil,450,Başakşehir,"7,000"
1 + 1,80,65,Kot 3,10,Merkezi (Pay Ölçer),45,Eşyalı,Güney,Sarıyer,"25,600"
2 + 1,122,88,1,Sıfır Bina,Merkezi (Pay Ölçer),12,Eşyalı Değil,Mega 2 Block,Kağıthane,"12,500"
2 + 1,120,110,5,16,Kombi,5,Uygun değil,25,Küçükçekmece,"5,750"
2 + 1,100,90,Zemin,30,Kombi,4,Eşyalı Değil,Boş,Küçükçekmece,"5,000"
3 + 1,120,110,3,35,Kombi,4,Eşyalı Değil,Boş,Büyükçekmece,"5,550"
2 + 1,95,90,Ara Kat,2,Kombi,6,Eşyalı Değil,Güney,Esenyurt,"5,500"
2 + 1,135,110,1,11,Merkezi (Pay Ölçer),4,Uygun değil,"Güney, Doğu",Eyüpsultan,"20,000"
2 + 1,90,80,1,50,Kombi,4,Eşyalı Değil,Boş,Kadıköy,"12,000"
4 + 1,100,90,1,17,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"10,500"
4 + 1,160,150,8,35,Merkezi,8,Eşyalı,Boş,Beşiktaş,"26,000"
1 + 1,70,60,9,12,Merkezi (Pay Ölçer),11,Eşyalı Değil,Boş,Sancaktepe,"9,000"
3 + 1,110,94,4,3,Kombi,7,Eşyalı Değil,Boş,Kadıköy,"23,000"
3 + 1,160,150,2,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Büyükçekmece,"18,000"
2 + 1,120,110,2,5,Kombi,4,Eşyalı Değil,Boş,Çekmeköy,"12,000"
4 + 2,280,270,4,20,Merkezi (Pay Ölçer),4,Eşyalı,1.250,Sarıyer,"32,000"
1 + 1,85,55,21 ve üzeri,12,Merkezi (Pay Ölçer),30,Eşyalı Değil,Kiracılı,Sarıyer,"18,000"
1 + 1,55,50,Yüksek Giriş,7,Kombi,4,Eşyalı,Boş,Ataşehir,"8,000"
3 + 1,145,140,10,4,Kombi,15,Eşyalı,Boş,Esenyurt,"11,000"
2 + 1,90,75,Bahçe Katı,15,Kombi,4,Eşyalı,Boş,Şile,"5,000"
3 + 1,156,120,3,5,Merkezi (Pay Ölçer),26,Uygun değil,Batı,Bağcılar,"20,000"
4 + 1,145,140,En Üst Kat,35,Kombi,6,Eşyalı Değil,Boş,Sarıyer,"10,000"
3 + 1,120,110,1,45,Kombi,4,Eşyalı,Boş,Fatih,"10,000"
5 + 1,145,117,3,31,Kombi,4,Uygun değil,75,Üsküdar,"11,000"
3 + 1,115,100,2,6,Merkezi,10,Eşyalı Değil,Boş,Pendik,"7,500"
3 + 1,125,110,2,10,Kombi,5,Eşyalı Değil,8.500,Avcılar,"8,500"
1 + 1,60,55,5,21,Isıtma Yok,6,Uygun değil,50,Beyoğlu,"8,000"
2 + 1,90,80,1,35,Kombi,2,Eşyalı,40.000,Şişli,"25,000"
