0,1,2,3,4,5,6,7,8,9,10
3 + 1,170,130,20,10,Merkezi (Pay Ölçer),33,Eşyalı Değil,Boş,Sarıyer,"33,000"
2 + 1,135,114,15,19,Merkezi (Pay Ölçer),21,Eşyalı Değil,Boş,Başakşehir,"12,000"
2 + 1,95,90,1,16,Kombi,4,Uygun değil,Küçükçekmece,"6,000",
4 + 1,168,145,7,13,Kombi,15,Eşyalı Değil,Kiracılı,Gaziosmanpaşa,"25,000"
4 + 1,300,252,En Üst Kat,Sıfır Bina,Merkezi (Pay Ölçer),6,Eşyalı Değil,Boş,Büyükçekmece,"30,000"
3 + 1,170,140,1,35,Merkezi,5,Eşyalı Değil,Boş,Şişli,"15,000"
1 + 1,78,60,8,5,Kombi,20,Uygun değil,497,Gaziosmanpaşa,"11,000"
1 + 0,60,50,En Üst Kat,5,Kombi,6,Eşyalı,Boş,Ataşehir,"6,000"
3 + 1,165,120,8,26,Kombi,10,Eşyalı Değil,Boş,Kadıköy,"14,000"
2 + 1,148,100,21 ve üzeri,3,Merkezi (Pay Ölçer),40,Eşyalı,Boş,Sarıyer,"36,000"
1 + 1,65,46,21 ve üzeri,17,Merkezi,24,Eşyalı Değil,Kiracılı,Kadıköy,"11,000"
3 + 1,140,120,En Üst Kat,15,Kombi,3,Eşyalı,Boş,Şile,"8,500"
1 + 0,40,35,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),28,Eşyalı,Boş,Kartal,"18,000"
2 + 1,110,100,2,30,Kombi,8,Eşyalı,Boş,Güngören,"10,000"
1 + 1,84,76,3,15,Kombi,6,Eşyalı,Boş,Beşiktaş,"30,000"
2 + 1,80,75,En Üst Kat,25,Soba,5,Eşyalı Değil,Boş,Bayrampaşa,"4,500"
3 + 1,171,155,5,5,Merkezi (Pay Ölçer),17,Eşyalı Değil,Boş,Esenyurt,"11,000"
4 + 1,200,190,3,5,Kombi,3,Uygun değil,Çekmeköy,"10,000",
3 + 1,135,125,4,10,Kombi,7,Eşyalı Değil,Boş,Esenyurt,"9,000"
3 + 1,120,115,1,5,Kombi,5,Eşyalı Değil,Boş,Şişli,"18,500"
2 + 1,90,80,2,1,Kombi,5,Eşyalı,Şişli,"20,000",
2 + 1,88,78,2,20,Kombi,5,Eşyalı,Boş,Üsküdar,"9,500"
1 + 1,50,40,Yarı Bodrum,50,Kombi,6,Eşyalı Değil,Boş,Şişli,"5,000"
3 + 1,157,110,21 ve üzeri,4,Merkezi (Pay Ölçer),25,Eşyalı Değil,Boş,Esenyurt,"11,500"
3 + 1,138,120,1,Sıfır Bina,Kombi,4,Uygun değil,"Güney, Doğu",Esenler,"15,250"
1 + 1,80,75,4,100,Merkezi,5,Eşyalı,"Güney, Doğu",Beyoğlu,"45,000"
2 + 1,110,90,1,Sıfır Bina,Merkezi (Pay Ölçer),5,Uygun değil,340,Silivri,"5,500"
3 + 1,148,122,4,25,Merkezi (Pay Ölçer),7,Eşyalı,Boş,Esenyurt,"9,500"
2 + 1,95,80,3,30,Kombi,4,Eşyalı Değil,Üsküdar,"10,800",
2 + 1,100,85,Bahçe Katı,5,Kombi,5,Eşyalı Değil,Boş,Esenyurt,"3,250"
2 + 1,100,85,2,16,Kombi,5,Uygun değil,100,Kağıthane,"8,500"
4 + 1,220,200,5,40,Merkezi,6,Eşyalı Değil,Boş,Şişli,"18,500"
2 + 1,100,90,Ara Kat,Sıfır Bina,Kombi,6,Eşyalı Değil,Boş,Silivri,"5,000"
3 + 1,110,95,Giriş Katı,10,Kombi,5,Eşyalı,Mülk Sahibi,Kağıthane,"20,000"
3 + 1,130,120,2,35,Kombi,4,Eşyalı,Boş,Fatih,"9,000"
2 + 1,90,80,3,26,Kombi,6,Eşyalı,Güney,Fatih,"25,000"
2 + 1,70,55,Ara Kat,8,Kombi,4,Eşyalı Değil,"Güney, Batı",Şişli,"11,000"
4 + 1,220,185,6,28,Merkezi,8,Eşyalı Değil,Boş,Kadıköy,"26,000"
2 + 1,145,130,1,14,Kombi,4,Eşyalı,Boş,Eyüpsultan,"24,000"
2 + 1,120,110,Bahçe Katı,30,Kombi,2,Eşyalı Değil,Boş,Sarıyer,"10,000"
3 + 1,110,95,3,30,Kombi,6,Eşyalı Değil,Doğalgaz,Beşiktaş,"23,000"
2 + 1,110,100,3,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Silivri,"5,500"
4 + 1,175,160,4,4,Kombi,4,Eşyalı Değil,"Kuzey, Doğu, Batı",Bakırköy,"40,000"
2 + 1,95,70,8,Sıfır Bina,Merkezi (Pay Ölçer),14,Eşyalı,Boş,Beşiktaş,"20,000"
2 + 1,80,75,2,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Fatih,"12,000"
2 + 1,95,94,5,1,Merkezi (Pay Ölçer),14,Eşyalı,Boş,Zeytinburnu,"20,000"
4 + 2,170,150,4,5,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"25,000"
1 + 1,85,75,4,30,Merkezi,6,Eşyalı,Boş,Şişli,"15,000"
2 + 1,120,100,Yüksek Giriş,17,Kombi,5,Eşyalı,Boş,Kadıköy,"12,900"
5 + 1,220,200,En Üst Kat,25,Kombi,5,Eşyalı,Boş,Beşiktaş,"35,000"
1 + 1,120,115,Bahçe Katı,40,Kombi,3,Eşyalı,Boş,Adalar,"7,500"
1 + 1,90,85,2,35,Kombi,5,Eşyalı Değil,Boş,Beyoğlu,"10,000"
2 + 1,98,90,Ara Kat,15,Kombi,4,Eşyalı,Boş,Bakırköy,"28,000"
4 + 2,300,280,14,18,Kombi,14,3,Evet,Beylikdüzü,"11,500"
4 + 1,150,140,5,12,Kombi,5,Eşyalı Değil,Kiracılı,Üsküdar,"10,500"
2 + 1,100,95,4,5,Kombi,5,Eşyalı Değil,Boş,Silivri,"4,500"
2 + 1,120,115,6,35,Merkezi,11,Eşyalı,Boş,Beşiktaş,"22,000"
2 + 1,122,95,5,6,Merkezi (Pay Ölçer),5,Eşyalı Değil,Boş,Sancaktepe,"12,500"
4 + 2,200,180,Giriş Katı,25,Kombi,2,Eşyalı,Kiracılı,Beykoz,"3,000"
4 + 3,200,180,3,15,Kombi,3,Eşyalı,Boş,Bağcılar,"15,000"
2 + 1,85,70,2,31,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"8,100"
3 + 1,150,120,6,5,Merkezi,27,Uygun değil,Doğu,Başakşehir,"17,000"
3 + 1,150,135,Giriş Katı,28,Kombi,5,Eşyalı Değil,Boş,Bakırköy,"17,000"
2 + 1,90,85,4,22,Kombi,6,Eşyalı Değil,Boş,Şişli,"8,500"
2 + 1,106,85,Bahçe Katı,5,Merkezi (Pay Ölçer),33,Eşyalı Değil,Boş,Sarıyer,"18,500"
3 + 1,160,145,1,5,Kombi,3,Uygun değil,Güney,Beylikdüzü,"8,000"
1 + 1,50,40,1,4,Kombi,4,Eşyalı Değil,Boş,Beyoğlu,"16,000"
1 + 1,65,55,Ara Kat,1,Merkezi (Pay Ölçer),4,Eşyalı,Boş,Eyüpsultan,"16,000"
2 + 1,100,90,1,40,Kombi,4,Eşyalı,"Güney, Doğu",Beyoğlu,"32,000"
3 + 1,140,130,Giriş Katı,25,Merkezi,3,Eşyalı Değil,Boş,Bakırköy,"14,000"
3 + 1,130,110,Yüksek Giriş,20,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"8,000"
1 + 1,65,50,Teras Katı,15,Klima,5,Eşyalı,Boş,Kağıthane,"6,000"
1 + 0,58,35,6,4,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Küçükçekmece,"6,500"
3 + 1,140,120,2,50,Merkezi,3,Eşyalı Değil,Kiracılı,Beyoğlu,"29,000"
1 + 0,55,50,2,28,Soba,7,Eşyalı Değil,Boş,Kağıthane,"4,000"
3 + 1,140,110,6,26,Merkezi,6,Eşyalı Değil,Boş,Kadıköy,"17,500"
2 + 1,110,90,Yüksek Giriş,4,Kombi,6,Eşyalı Değil,Boş,Beylikdüzü,"6,000"
3 + 1,170,155,15,4,Fancoil Ünitesi,35,Eşyalı Değil,Kiracılı,Kartal,"30,000"
1 + 1,69,52,21 ve üzeri,5,Merkezi (Pay Ölçer),30,Uygun değil,"Güney, Batı",Sarıyer,"18,500"
3 + 1,90,80,1,Sıfır Bina,Kombi,10,Eşyalı Değil,Boş,Kadıköy,"21,000"
1 + 1,75,65,3,35,Kombi,5,Eşyalı,Boş,Şişli,"15,000"
1 + 1,45,40,Yüksek Giriş,4,Kombi,7,Eşyalı,Boş,Şişli,"9,000"
1 + 1,70,65,Ara Kat,30,Kombi,5,Eşyalı,24.000,Beyoğlu,"12,000"
2 + 1,90,75,Bahçe Katı,26,Kombi,3,Eşyalı Değil,Boş,Sarıyer,"6,000"
1 + 0,32,25,3,10,Kombi,5,Eşyalı,Boş,Beykoz,"7,500"
8 + 1,480,420,6,10,Kombi,7,Eşyalı,Boş,Esenyurt,"23,000"
2 + 1,105,95,4,18,Kombi,5,Eşyalı Değil,Boş,Eyüpsultan,"8,000"
2 + 1,120,110,2,25,Kombi,3,Eşyalı Değil,Boş,Kağıthane,"7,500"
2 + 1,90,85,En Üst Kat,30,Doğalgaz Sobası,4,Eşyalı Değil,Boş,Fatih,"7,000"
2 + 1,90,80,En Üst Kat,40,Kombi,4,Eşyalı Değil,Boş,Şişli,"10,000"
2 + 1,95,90,4,7,Kombi,5,Eşyalı Değil,Boş,Esenyurt,"5,500"
1 + 1,73,50,21 ve üzeri,5,Merkezi,44,Eşyalı Değil,1.500,Ümraniye,"9,500"
2 + 1,95,90,2,10,Kombi,5,Eşyalı Değil,Boş,Sultanbeyli,"4,250"
3 + 1,163,151,Yüksek Giriş,12,Merkezi (Pay Ölçer),12,Eşyalı Değil,1.250,Küçükçekmece,"17,500"
2 + 1,130,110,10,4,Merkezi,10,Eşyalı,Boş,Esenyurt,"10,000"
2 + 1,110,100,Bahçe Katı,27,Merkezi,6,Eşyalı Değil,Boş,Sarıyer,"13,000"
2 + 1,90,80,2,1,Kombi,3,Uygun değil,"Güney, Doğu, Batı",Kağıthane,"17,500"
5 + 1,185,160,Ara Kat,24,Kombi,14,Eşyalı Değil,Mülk Sahibi,Beylikdüzü,"9,250"
1 + 1,66,43,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),30,Eşyalı Değil,Boş,Ümraniye,"9,000"
2 + 1,100,80,2,9,Kombi,4,Eşyalı Değil,Boş,Kağıthane,"10,000"
1 + 1,75,50,3,Sıfır Bina,Yerden Isıtma,14,Eşyalı Değil,Boş,Sarıyer,"18,500"
2 + 1,120,110,2,7,Kombi,5,Eşyalı,Boş,Beyoğlu,"28,000"
2 + 1,105,100,Ara Kat,20,Klima,20,Eşyalı,Boş,Zeytinburnu,"12,500"
2 + 1,85,70,Ara Kat,26,Kombi,9,Eşyalı,Kiracılı,Kadıköy,"4,000"
3 + 1,165,140,1,25,Merkezi,10,Eşyalı Değil,Boş,Ataşehir,"16,500"
2 + 1,89,85,1,32,Merkezi (Pay Ölçer),3,Eşyalı Değil,Boş,Kadıköy,"8,000"
1 + 1,70,65,4,15,Kombi,5,Eşyalı,Boş,Şişli,"14,000"
3 + 1,228,190,1,5,Kombi,4,Eşyalı,800,Sarıyer,"39,990"
2 + 1,130,120,2,16,Kombi,4,Eşyalı Değil,Boş,Beykoz,"6,500"
3 + 1,126,110,14,20,Merkezi,14,Eşyalı Değil,Boş,Küçükçekmece,"10,000"
4 + 1,223,160,7,1,Kombi,15,Uygun değil,Doğu,Avcılar,"13,000"
1 + 1,100,70,Bahçe Katı,Sıfır Bina,Yerden Isıtma,9,Eşyalı Değil,Kağıthane,"22,000",
3 + 1,175,145,2,4,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Kağıthane,"30,000"
2 + 1,110,90,6,10,Kombi,13,Eşyalı Değil,Boş,Ataşehir,"16,000"
3 + 1,135,110,2,26,Merkezi (Pay Ölçer),5,Uygun değil,"Güney, Doğu",Üsküdar,"15,750"
2 + 1,70,65,Bahçe Katı,5,Kombi,1,Eşyalı,Boş,Beykoz,"6,500"
1 + 1,80,70,Çatı Katı,10,Kombi,4,Eşyalı,Boş,Beylikdüzü,"6,150"
2 + 1,85,80,Kot 1,2,Kombi,7,Eşyalı Değil,Kiracılı,Şişli,"11,000"
1 + 1,90,70,Giriş Katı,32,Kombi,2,Eşyalı,Boş,Sarıyer,"8,000"
3 + 1,140,130,Bahçe Katı,30,Kombi,2,Eşyalı Değil,Boş,Sarıyer,"8,000"
1 + 1,120,75,Ara Kat,8,Merkezi (Pay Ölçer),25,1,450,Esenyurt,"8,000"
3 + 2,160,140,En Üst Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Sultanbeyli,"6,500",
5 + 2,250,230,7,10,Kombi,7,Eşyalı,Doğalgaz,Beylikdüzü,"15,000"
2 + 1,90,85,En Üst Kat,12,Kombi,3,Eşyalı Değil,1,Çatalca,"5,000"
2 + 1,90,85,Ara Kat,20,Kombi,3,Eşyalı Değil,4.250,Pendik,"4,250"
3 + 1,169,129,14,5,Merkezi (Pay Ölçer),25,Eşyalı Değil,Boş,Başakşehir,"18,500"
2 + 1,130,110,3,3,Kombi,4,Eşyalı Değil,Boş,Beylikdüzü,"12,500"
3 + 1,135,125,En Üst Kat,35,Kombi,4,Eşyalı Değil,Boş,Fatih,"9,500"
4 + 2,220,180,En Üst Kat,11,Kombi,4,Eşyalı Değil,20.000,Maltepe,"16,250"
3 + 2,140,130,3,3,Kombi,4,Eşyalı Değil,Boş,Başakşehir,"11,000"
2 + 1,115,87,7,5,Kombi,10,Uygun değil,325,Eyüpsultan,"9,500"
4 + 1,140,130,2,30,Kombi,4,Eşyalı Değil,Boş,Bahçelievler,"7,500"
2 + 1,90,85,Ara Kat,23,Kombi,5,Eşyalı Değil,"Güney, Batı",Üsküdar,"8,000"
2 + 1,97,88,3,1,Yerden Isıtma,15,Uygun değil,750,Esenyurt,"10,800"
4 + 1,140,130,En Üst Kat,4,Kombi,4,Eşyalı Değil,Boş,Şile,"8,000"
3 + 1,120,105,2,25,Kombi,4,Eşyalı Değil,Boş,Avcılar,"5,500"
4 + 1,200,170,En Üst Kat,6,Kombi,5,Eşyalı Değil,Boş,Bayrampaşa,"12,000"
2 + 1,85,80,3,25,Kombi,4,Eşyalı,"Kuzey, Güney, Doğu",Güngören,"10,000"
3 + 1,85,80,3,40,Kombi,4,Eşyalı Değil,Boş,Fatih,"7,750"
1 + 0,23,22,5,30,Kombi,7,Eşyalı,Sarıyer,"4,200",
3 + 1,125,120,1,10,Kombi,4,Eşyalı Değil,Boş,Fatih,"7,500"
3 + 1,130,120,2,31,Kombi,6,Uygun değil,150,Beşiktaş,"26,000"
3 + 1,170,140,5,11,Kombi,5,Eşyalı Değil,Boş,Esenyurt,"11,000"
2 + 1,120,110,Bahçe Katı,15,Kombi,6,Eşyalı,Boş,Gaziosmanpaşa,"7,500"
2 + 1,75,70,2,31,Kombi,5,Uygun değil,50,Beyoğlu,"45,000"
2 + 1,100,80,Yüksek Giriş,23,Kombi,5,Eşyalı,Ev Sahibi Oturuyor,Eyüpsultan,"10,000"
2 + 1,80,75,Teras Katı,80,Kombi,5,Eşyalı,Boş,Kadıköy,"14,000"
2 + 1,85,75,3,24,Kombi,4,Eşyalı Değil,Boş,Kadıköy,"11,000"
3 + 1,170,120,18,10,Merkezi (Pay Ölçer),33,Eşyalı,Boş,Sarıyer,"45,000"
2 + 1,95,75,Giriş Katı,3,Kombi,6,Uygun değil,Güney,Esenyurt,"3,900"
1 + 1,95,75,4,35,Kombi,6,Eşyalı,Boş,Şişli,"15,000"
3 + 1,170,140,3,10,Kombi,4,Eşyalı Değil,1.650,Başakşehir,"22,000"
1 + 1,78,58,7,13,Kombi,18,Eşyalı Değil,Boş,Gaziosmanpaşa,"11,000"
2 + 1,110,85,Ara Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Beylikdüzü,"8,000"
1 + 1,72,53,4,7,Merkezi (Pay Ölçer),18,Eşyalı,Boş,Tuzla,"9,500"
2 + 1,120,100,3,10,Merkezi (Pay Ölçer),6,Eşyalı Değil,Kiracılı,Eyüpsultan,"18,000"
3 + 1,170,125,8,12,Merkezi (Pay Ölçer),30,Eşyalı,Kiracılı,Sarıyer,"40,000"
1 + 1,74,73,5,5,Merkezi (Pay Ölçer),18,Uygun değil,400,Küçükçekmece,"11,500"
2 + 1,95,90,En Üst Kat,30,Kombi,3,Eşyalı,Boş,Şile,"6,500"
3 + 1,160,135,5,11,Merkezi (Pay Ölçer),7,Eşyalı Değil,Boş,Eyüpsultan,"35,000"
3 + 1,140,130,3,13,Kombi,4,Eşyalı Değil,Avcılar,"7,500",
2 + 1,130,120,2,35,Kombi,4,Eşyalı Değil,Boş,Ümraniye,"5,000"
2 + 1,100,85,Teras Katı,10,Kombi,4,Eşyalı Değil,Boş,Bahçelievler,"10,000"
2 + 1,90,80,Yüksek Giriş,25,Soba,5,Eşyalı Değil,Boş,Zeytinburnu,"4,000"
1 + 0,45,35,10,9,Merkezi (Pay Ölçer),11,Eşyalı,Boş,Kartal,"8,500"
2 + 1,100,90,4,35,Merkezi,4,Eşyalı Değil,Boş,Bakırköy,"8,500"
2 + 1,110,100,3,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"18,000"
3 + 1,120,110,4,31,Merkezi,14,Eşyalı Değil,Boş,Bakırköy,"14,500"
2 + 1,85,80,5,25,Kombi,6,1,Ümraniye,"6,500",
3 + 1,125,96,9,Sıfır Bina,Kombi,11,Eşyalı Değil,Boş,Kadıköy,"25,000"
1 + 1,95,75,2,5,Merkezi (Pay Ölçer),3,Uygun değil,Güney,Sancaktepe,"7,900"
3 + 1,120,110,2,35,Kombi,6,Eşyalı,Boş,Beşiktaş,"19,000"
2 + 1,135,100,Yüksek Giriş,25,Merkezi (Pay Ölçer),9,1,Doğalgaz,Kadıköy,"18,500"
3 + 1,151,125,6,14,Kombi,9,Eşyalı Değil,900,Pendik,"11,500"
2 + 1,105,100,6,40,Kombi,6,Eşyalı,Mülk Sahibi,Şişli,"9,000"
3 + 1,140,130,3,25,Kombi,5,Eşyalı,Boş,Şişli,"35,000"
1 + 1,75,60,Yüksek Giriş,Sıfır Bina,Kombi,5,Eşyalı,Boş,Başakşehir,"7,000"
3 + 1,140,130,6,8,Merkezi (Pay Ölçer),10,Eşyalı,Boş,Maltepe,"18,000"
3 + 1,140,135,2,30,Merkezi,4,Eşyalı Değil,Boş,Güngören,"20,000"
3 + 1,112,90,Yüksek Giriş,2,Kombi,3,Eşyalı Değil,Boş,Başakşehir,"6,500"
3 + 1,111,110,Ara Kat,Sıfır Bina,Kombi,4,2,24.000,Esenler,"12,000"
2 + 1,130,120,3,25,Kombi,5,Eşyalı Değil,Mülk Sahibi,Sarıyer,"10,000"
2 + 1,95,90,1,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Büyükçekmece,"4,500"
1 + 1,60,55,Ara Kat,12,Kombi,12,Eşyalı Değil,Boş,Küçükçekmece,"7,250"
2 + 1,80,70,Yüksek Giriş,5,Kombi,4,Uygun değil,Bakırköy,"8,000",
3 + 1,115,100,Ara Kat,21,Kombi,16,Eşyalı Değil,Kiracılı,Esenyurt,"8,000"
2 + 1,110,100,Ara Kat,35,Doğalgaz Sobası,4,Eşyalı,Boş,Fatih,"8,000"
3 + 1,155,125,Bahçe Katı,Sıfır Bina,Kombi,5,Uygun değil,Güney,Esenyurt,"5,000"
4 + 1,150,120,Ara Kat,11,Merkezi (Pay Ölçer),5,Eşyalı,Boş,Başakşehir,"16,000"
2 + 1,80,65,Bahçe Katı,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Bakırköy,"11,500"
2 + 1,105,100,16,16,Kombi,19,Uygun değil,Doğu,Zeytinburnu,"12,500"
2 + 1,110,100,2,4,Kombi,4,Eşyalı,Evet (Site Adı Belirtilmemiş),Beylikdüzü,"10,500"
2 + 1,65,55,1,5,Kombi,3,Eşyalı,Boş,Kağıthane,"13,000"
4 + 1,270,225,4,12,Kombi,4,Eşyalı Değil,Ev Sahibi Oturuyor,Eyüpsultan,"37,000"
2 + 1,115,80,14,10,Merkezi (Pay Ölçer),30,Eşyalı,Boş,Sarıyer,"30,000"
3 + 1,160,148,6,26,Merkezi,7,Uygun değil,Boş,Büyükçekmece,"10,500"
3 + 1,183,160,Ara Kat,Sıfır Bina,Yerden Isıtma,5,2,Lim Bahçe,Üsküdar,"35,000"
2 + 1,100,90,Yüksek Giriş,10,Kombi,4,Eşyalı Değil,Esenyurt,"4,250",
2 + 1,118,97,4,9,Merkezi (Pay Ölçer),5,Eşyalı Değil,Boş,Tuzla,"9,500"
3 + 1,130,115,2,30,Kombi,6,Eşyalı Değil,Doğalgaz,Avcılar,"8,000"
3 + 1,117,80,6,5,Merkezi (Pay Ölçer),33,Eşyalı,Boş,Sarıyer,"23,500"
2 + 1,80,70,2,20,Kombi,5,Eşyalı Değil,100,Şişli,"13,000"
3 + 1,160,150,8,35,Merkezi,9,Eşyalı,Boş,Beşiktaş,"26,000"
2 + 1,160,140,Bahçe Katı,15,Kombi,4,Eşyalı,Boş,Beşiktaş,"42,000"
3 + 1,180,160,Bahçe Katı,6,Kombi,2,Eşyalı Değil,Boş,Bakırköy,"40,000"
3 + 1,130,120,5,25,Kombi,5,Eşyalı Değil,Boş,Küçükçekmece,"8,000"
3 + 1,120,100,Yüksek Giriş,38,Merkezi,5,Eşyalı Değil,Doğalgaz,Bakırköy,"8,000"
3 + 1,110,90,4,60,Kombi,5,Eşyalı Değil,Boş,Beyoğlu,"26,000"
3 + 1,140,130,4,9,Kombi,7,Eşyalı Değil,Boş,Esenyurt,"9,000"
2 + 1,75,70,1,5,Kombi,3,Uygun değil,Çekmeköy,"6,000",
2 + 1,140,130,4,Sıfır Bina,Kombi,5,Eşyalı Değil,Evet,Beyoğlu,"45,000"
3 + 1,150,130,Ara Kat,18,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"30,000"
2 + 1,100,95,4,25,Kombi,4,Eşyalı,Boş,Beşiktaş,"15,000"
2 + 1,95,85,Bahçe Katı,21,Merkezi (Pay Ölçer),7,Eşyalı,Boş,Şişli,"15,000"
3 + 1,180,160,Çatı Katı,10,Kombi,3,Eşyalı,Boş,Bakırköy,"30,000"
2 + 1,68,58,2,16,Kombi,10,Uygun değil,"Kuzey, Batı",Başakşehir,"7,000"
2 + 1,105,90,21 ve üzeri,5,Merkezi (Pay Ölçer),28,Uygun değil,850,Avcılar,"13,000"
2 + 1,85,80,4,31,Kombi,4,Eşyalı Değil,Boş,Fatih,"15,000"
2 + 1,95,94,4,1,Merkezi (Pay Ölçer),14,Eşyalı,Boş,Zeytinburnu,"21,000"
3 + 1,145,120,12,25,Kombi,15,Eşyalı Değil,Boş,Beylikdüzü,"7,000"
4 + 1,220,200,Ara Kat,30,Kombi,3,Eşyalı,Boş,Bakırköy,"35,000"
2 + 1,95,85,2,35,Kombi,6,Eşyalı Değil,Boş,Şişli,"8,500"
2 + 1,116,97,3,16,Kombi,5,Eşyalı,Boş,Beyoğlu,"15,000"
2 + 1,90,80,Giriş Katı,18,Kombi,5,Eşyalı Değil,Boş,Beykoz,"7,000"
1 + 1,70,65,3,30,Kombi,4,Eşyalı,Boş,Fatih,"8,000"
1 + 1,75,70,2,30,Kombi,5,Eşyalı,Boş,Şişli,"16,000"
2 + 2,160,120,3,10,Kombi,3,Eşyalı Değil,Boş,Şişli,"12,500"
1 + 1,90,80,4,20,Merkezi,4,Eşyalı,750,Beyoğlu,"15,000"
1 + 1,70,60,1,35,Kombi,4,Eşyalı,Boş,Fatih,"8,500"
3 + 1,130,100,12,Sıfır Bina,Merkezi (Pay Ölçer),14,Eşyalı Değil,Doğalgaz,Kadıköy,"23,000"
1 + 1,52,40,8,4,Merkezi (Pay Ölçer),10,Eşyalı Değil,Evet (Site Adı Belirtilmemiş),Çekmeköy,"6,700"
1 + 1,64,54,6,14,Merkezi (Pay Ölçer),19,Eşyalı Değil,TEM Avrasya Konutları Sitesi,Gaziosmanpaşa,"13,000"
1 + 1,70,55,8,1,Merkezi (Pay Ölçer),11,Uygun değil,Kordon İstanbul,Kağıthane,"15,000"
4 + 1,260,240,1,35,Merkezi,3,Eşyalı Değil,Boş,Bakırköy,"35,000"
2 + 1,72,60,4,40,Kombi,6,Eşyalı,Boş,Şişli,"18,500"
1 + 1,70,50,Giriş Katı,1,Yerden Isıtma,2,Uygun değil,500,Şile,"6,750"
3 + 1,220,160,En Üst Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"13,000"
3 + 1,128,110,4,3,Kombi,5,Eşyalı Değil,Boş,Sancaktepe,"8,000"
2 + 1,120,110,4,15,Kombi,5,Eşyalı,Mülk Sahibi,Ümraniye,"17,500"
3 + 1,150,130,Ara Kat,10,Kombi,5,Eşyalı Değil,150,Esenyurt,"5,500"
2 + 1,118,98,1,Sıfır Bina,Kombi,5,Eşyalı Değil,SUN OF BAYBURU,Silivri,"5,000"
4 + 1,202,155,13,5,Merkezi (Pay Ölçer),30,Eşyalı,Mülk Sahibi,Başakşehir,"25,000"
2 + 1,110,100,6,10,Kombi,6,Eşyalı,Boş,Esenyurt,"7,000"
3 + 1,120,110,3,30,Kombi,3,Eşyalı,Beykoz,"3,500",
2 + 1,125,120,Zemin,25,Kombi,5,Eşyalı Değil,Boş,Üsküdar,"10,000"
2 + 1,105,75,10,Sıfır Bina,Merkezi (Pay Ölçer),15,Uygun değil,"Güney, Batı",Ümraniye,"14,500"
2 + 1,95,85,2,7,Kombi,5,Eşyalı,Boş,Şişli,"20,000"
6 + 1,320,280,Teras Katı,50,Merkezi,3,Eşyalı,Boş,Şişli,"42,500"
2 + 1,128,110,3,Sıfır Bina,Kombi,4,Uygun değil,"Güney, Doğu",Esenler,"13,250"
2 + 1,122,102,1,17,Kombi,5,Eşyalı,100,Şişli,"37,490"
2 + 1,101,64,10,Sıfır Bina,Merkezi (Pay Ölçer),14,Eşyalı Değil,Boş,Ümraniye,"15,500"
2 + 1,130,97,5,8,Kombi,17,Eşyalı,Boş,Pendik,"14,900"
3 + 1,125,115,2,26,Merkezi,7,Uygun değil,Batı,Güngören,"7,500"
1 + 1,65,50,1,20,Kombi,8,Eşyalı,Boş,Şişli,"17,000"
2 + 1,150,140,5,45,Kombi,9,Eşyalı,Boş,Beyoğlu,"20,000"
2 + 1,100,90,2,5,Kombi,4,Uygun değil,Beylikdüzü,"9,500",
4 + 1,300,250,Ara Kat,22,Kombi,4,Eşyalı Değil,Boş,Sarıyer,"38,000"
1 + 1,110,95,Giriş Katı,8,Kombi,4,Eşyalı,Boş,Beyoğlu,"21,000"
1 + 1,70,50,6,Sıfır Bina,Kombi,25,Eşyalı Değil,Boş,Maltepe,"15,000"
3 + 1,120,110,3,30,Kombi,3,Eşyalı Değil,Boş,Beşiktaş,"17,000"
2 + 1,130,100,10,5,Merkezi (Pay Ölçer),10,Uygun değil,Topkapı Merkez Evleri 1,Zeytinburnu,"26,000"
2 + 1,75,60,Giriş Katı,6,Kombi,8,Eşyalı Değil,Doğalgaz,Kadıköy,"15,000"
1 + 0,50,45,6,35,Kombi,6,Eşyalı,Kiracılı,Kağıthane,"5,500"
4 + 1,200,175,4,5,Kombi,7,Uygun değil,Evet (Site Adı Belirtilmemiş),Başakşehir,"35,000"
3 + 1,100,90,Yüksek Giriş,20,Kombi,2,Eşyalı Değil,Boş,Küçükçekmece,"7,800"
1 + 1,85,75,Yüksek Giriş,2,Kombi,6,1,Doğalgaz,Esenyurt,"4,000"
5 + 2,320,250,4,21,Kombi,4,Uygun değil,50,Avcılar,"12,500"
